,business_id,stars,is_open,Food,American (Traditional),Sandwiches,Nightlife,Bars,Fast Food,American (New),Burgers,Breakfast & Brunch,Pizza,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,OutdoorSeating,BusinessParking,RestaurantsPriceRange2,RestaurantsReservations,Ambience,RestaurantsGoodForGroups,HasTV,stars <= 3,stars = 3.5,stars > 3.5,review_count low,review_count mid,review_count high,total_hours low,total_hours mid,total_hours high
24,mJYm5ronkSp2hDI71rdKxQ,3.5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
25,5y4o3Tx2eQhXsnUpgYFolQ,5.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
26,zFuduzariW5hqFMJaQVW_A,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
27,j8D96yzH1rxd6TjYuCK28Q,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
28,N9g4lGJbzQzJCUf6AF7d7Q,5.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
29,BvomXXWqtKSkEfS037gcfw,3.0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
30,4bIWYWFu2OobvS2gz4Lx0g,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
31,My9NAWShKtNqBYw7200qOw,4.0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
32,q_AihmK2GkYAfjsK6WHzwg,3.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0
33,gU39t80dXx9LkIZHp6cyCQ,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
34,Q54wPRfbmO8egJeVTmSkYQ,5.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
35,21GtTj_PGjr_HPtQc0ZEvg,2.5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
36,dK8PxVPdj8qivBNiLE79Ag,2.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
37,96OCV6C4CsrUR4mMOM0iqQ,2.5,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0
38,NVrDBWqUVw-59RpriLG6yA,3.5,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
39,JmOL5qRHdqVqTQ1dp2ZKSQ,1.5,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
40,a_gAQfVy9Op95AGdZ7PFXA,2.0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
41,8pOWoH05RXdYvxbXgzqL6Q,3.5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
42,w55VlTgAoRXPnqFte3j9ew,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
43,bC6L00wRysSMM-AzOkpR9Q,4.0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
44,2UDJpaTsYHu9CXmbUMO8Sg,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
45,Sxq7qfoanpOcFugTwDGATw,4.0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1
46,Z-xBkwl5iQnNi2ytPAc7ew,3.5,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
47,tEn81PGPbEUpp2dja3iQqg,3.5,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
48,cwtc0mRJ2SSLAQhIK3jIAg,3.5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
49,-H5v2-mADBj8_n2yeACjLA,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
50,-HTra3AbYlsjx1VIlsIJbw,4.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
51,B923xUANLU9QlRSvQUOThg,3.5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
52,pM8A2jlrmps94F73mdxNuw,4.0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
53,wfgejfiNA375hxY8VU6vbA,2.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
54,suqdvD8yoteMf_dPxV2W1w,4.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
55,doI3iwVF_RLgV7ys529o6w,1.5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
56,YwezxSSXcrT5GOTI5MddPg,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
57,4B-LMwZKXcvHNLHXgr9v_w,3.0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
58,jOXGj1JVz73P7YWHpIHlPQ,4.0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
59,lKVyIWt6vAlJsB1nKadcQg,3.5,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
60,KAO5zkzUVL1FvzuyFMd4gg,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
61,h2wXvobL9uNJvy6pMaHBpQ,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
62,ykh_0dbCMNDuHLNv4N-OKA,2.5,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
63,px3bYo2g-MGGTYAs0CH6Qg,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
64,DzdgPagfZuvBPEbAyBHHFg,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
65,iTvq1gPf62A-z1Axu8elvw,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1
66,5hDmb5miEAhQ9JcgZnVzWQ,4.0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
67,fSV3zMogclnA8O2itzFXrA,3.5,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
68,c4T4fWfNdnlyOgBN0a5JFA,4.0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
69,UQRN2WdTyy0vU6ebc683kg,4.5,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
70,O888TgG49aEsY7DsgZrckg,3.5,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
71,prkmNSdMa6ZV2zyCDCVmNA,4.5,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1
72,kUGCN3rRrMaoIqjQ3K-9pw,2.0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
73,J30j74A0YJ2XPI7Dbn-Uug,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
74,CU0yiz9rIm6cBkdCGFwJiQ,4.0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0
75,GDhTotixWJkw22CnP6L4mA,3.5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
76,CZ907J8vyP0xs56ggEgsqQ,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
77,9jzwouxuxZOV8vZMgQ7NFg,4.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
78,f_rRBei5W9-8wPSTzlvGYw,3.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
79,E6XroNxiqhu5lTBRNyd69g,3.5,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
80,DpDdhCvjjmjUJxPleSbDhg,4.0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
81,9LkxqWm0d-UnRWItuDRt6g,3.5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
82,KERdRePXa_V7NugZiBmwJQ,3.5,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0
83,Kldy9NsFIkl1JIcA2NpOXA,4.0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
84,8wRT3Bt0LUtXeh1-dqTs0Q,4.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
85,lS6m6n1u7jh73i-ivIuUiw,4.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
86,Xh08NmHdB86LexgXrIxr2Q,4.5,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
87,Iw0UBZRhFTENuD0QVX0G2g,4.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
88,ylyFS0n0yeGXgLSGVwpGIA,1.5,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
89,WemZBcPArg_PXF-oXWFijA,3.5,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
90,ZZQzt65614oon6yfokjRIA,4.5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
91,xPmbr4S0_XYweiNmga9dNA,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
92,OfjIf_YzD8dC7YlsV8a71Q,3.0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
93,xtPAc0VsFTKIrKCG8xBZTg,3.0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
94,9hqSq505dwwI-z7JNpgQcg,2.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
95,LbtyrQWxB-_459gkeMdv9A,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
96,9zlTNCOYWG02KzOICpFWuw,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
97,1lSj24GO6VMJ2uB6hW3pGA,3.0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
98,PhhCTXGAyW-0PGmcQZjOoQ,3.0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
99,aF7RIFJwdjv21eVYgMqJFw,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0
100,oj1Y6Tv6nhsmJQBfTbsWmQ,2.0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
101,8n2x93ZQ86yK-NGGJ_1Gng,4.5,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
102,BwGu7t-klhKiAN7T83iJBQ,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1
103,FRUAR_-MBXzfGIcVN2MsQg,3.5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
104,EIF1W_-8weWgmDP5sbBOIg,2.5,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
105,hfnQgCDLlbUfPHkkMlpb2w,2.5,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
106,DIz7ET7IDNsfvYp7p5RZyA,3.5,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
107,i6COOaJ3doNtXJuiSvDzzA,3.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
108,8cYK2gjSlon-sXhzFR46XQ,2.5,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
109,EzjT7o1Zq-hY80kfmoGzUA,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
110,yuPvBtME-EkSfA5T2L80gA,4.5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
111,51Fo_uY52A5oaI8YTHU5yg,4.0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
112,IB-K0t9GJLBq17SSp6721g,2.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
113,a2AeLWy4Fi7XOOyOY7PLig,3.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
114,VrWzytKQgHexwesxRvfH7A,3.5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0
115,wt3YqTz7-5f-Ym-4RfjQJQ,4.0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1
116,Jdmm7EwLJT-H0uBJrAEBEg,4.0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
117,3MIsXwx5zVmlwzRx9UnuFQ,3.0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
118,PXt8karfX_lgc4UAOM1wuQ,3.0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
119,_8uqfnMGPK0YHO1qc6c7vQ,4.5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
120,TspDezwYjRIlEPygYlDZeg,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
121,Icuz8yS12Ozvd8OvI2xcnw,3.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
122,8QSbSiUH8_WEkEpvkHXtGA,4.0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
123,e6f8CiTLhFbcG3akdyNu5w,2.0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
124,D88YfiD-nAVRJDkexxh6Fg,1.5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
125,OPrvuoKep0_TWK8K3ggKbw,4.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
126,xZileQFJ7h-0QKjtGc9xgg,4.5,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
127,pIk9nQottFBg8hlwdJyqmg,4.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
128,86Zz4Bysrm6GIBpci955wQ,4.0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
129,HTqvgaAFxBsniVIQqO1-5Q,2.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
130,BTOfPZALoWopKRym7G2XCA,3.0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
131,0RI2smA-v-pGZPmq1jc6wg,2.5,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
132,bECBfbtyRzNXlQvmBgaAcQ,3.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
133,V55PSC6ffUzXTsv7JFVOqQ,4.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
134,_NABSEMOFV2axCK7jbY2OA,4.5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
135,eDqPBPit4nCy_qLEE6AA9A,4.0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
136,Y6tnZeHMvK7feBa655lk4A,4.5,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
137,OvLTP11dUnsE3UrfJwUe6g,4.5,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
138,3gIt0EfhhK0iXuzTpCEjww,4.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
139,Iq5svbpQv05faAs1i4G-IA,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
140,jXjAwjhE6sh2_G3U8ky9Ag,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
141,1Q2zGddH6PC8xOrQ2vT3TA,4.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
142,-wH3eQQl46pUsKIcTTY0qw,4.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
143,_ab50qdWOk0DdB6XOrBitw,4.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
144,K4qjG9nhNGcelvnfD97ehg,3.5,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0
145,HrEIQSum1FKPJoXlI9UU_w,3.0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
146,8PDzmzcYHoMjpYh1GKj0bw,4.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
147,275u148dTf0tCENn-l_9Ag,3.5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
148,K4iDK3cRduiaJ6eL5jHrgw,3.5,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
149,rmXNvfNTeYf-8qObrSfMbg,4.0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
150,xqkfXTXZfiqSbD4hDgNdvg,1.5,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
151,HMyTZREKcwD6iFYzsqHWWw,4.5,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
152,BZI1iQtX76YEwLyuL9zgKQ,3.0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
