,user_id,name,review_count,yelping_since,useful,funny,cool,elite,friends,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
1089009,xmtSM3CbABGhbONlg6yMLA,Sara,13,2020-04-25 22:09:14,1,0,0,,"xLIEHUYi8sINOtyEmQ7Hfg, ZN4CFdyCMgcPcjhvVnqDuA, ptSFaFpOvExtkeiVysJqBA, cRie5wByboBLvZXwzIGieQ, jFgT9gEVjKrMBOAgwYDXOg, 6tWqbP4fnSHiNqIw9wK_9Q, EHT2LbD3sRygiun2y33gqw, qlif7h_jWmImBHIV94rEkw, i1xPHZ9hVnf6AAQ6Ukt_ag, HB_Mv5gcLAyawSXNDncnow, mDC0eb13gGyR0uBxYLCaMA, on5bPUoIndDst8PFS2rU_Q, XjmVKk1JrwRAIaeoC-bWag, xc0svqNQqeepMrTANF5nEQ, akat05BSZywyNrL1AQpB5g, dqnkXqriXPvfJnlEir2sjA, PIpl_qN2VqtAkdU6Sp9Knw, P25bkYmKdBt1FFRSq9BpYw, tTZnUJbV92WxvCWQuLqvyw, djllJpin3Mr2u4mIOum8Ig, GQ5XoFSwhinbGqgUJjmxtw, JNVib9TewTtTH3un2XmVhw, lPHlsyxW9NR5iHFHZs679g, Qk-7yxrwLdaWKVwKTJ0COw, sTxOrORzmXCpGhEK1HI7bQ, yO3U1_lHvGjw9-QS3tI28Q, JQJdn-fPUxi-zs-m3tqOXg, p08IS795PEQb1UnfXaPBGA, BSZRIypVhfiGLWDBZuiSzg, 12O9TQrJjDEjx8CQu0SQFA, AOG4rCN9yiypaxow0xwrCg, IVcuOrImz_5-md8k_laKPQ, qg8iwkyi-fCp8ac95Nz4lQ, ILQvjtuIG0NFeiZzW4aDzw, m_QSefbLkn0IHL1wrAGWqA, PZPGguWN9A6RY7cj-zT6nw, kcdvsL86Y5HY7bXFfk2H3w, bozlZu93K_bhHd2gagMM3w, JemMkI3Yic85C2_8Tc82aQ, KKjkSkzXvjegyb91N96Dbw, XfcFRsbqLK-aArKLgfqvog, 3b4JHeJA_5Qd8F6RyKVuIw, d4YUNDq96V_zVNUlQcfy6g, yyq_1GG516VgTMycFydJfA, sr6nQ83SmHv19JjzUioF4Q, dOtNlZhhc_gtsUcYbrlzJw, 53EdORFRKZ_iEPdm9l74mg, qDFf1VOYT-60B624m9DOMQ, 1soLwDrcldQxWhbJaXfyZQ, QLlgWQenAdeMdCDWCqZBqA, -uD8GzWfgiYO6m__QimL3A, OinAT6xGm6Bu2YZBies1ZQ, Lj0Ql9Vy-QB4DatypeN4GA, uSAvHlS0nhNLvsYvGwkIDQ, xdjjlj5UVRCKTcwzy98nCg, XgBj01-Mvv2pqcJ6H4klCA, -Zrszu6u7Oh8LqBM7z0_jA, wHYHijMBT8LLd45QDo74jg, lN9rg2whFBCZ7h_snfcaPw, osX5VXClEHBaAW0M-cwbqQ, 8fUdZfC-2HmwKoBug_2hNg, -z9zZJXuoWvO9btjaKwODQ, sh4KUH7sPcw9CXSbZgESqQ, hYlQAmYLf8jAYT08U5s1Ew, 4D476bzfMKq07fGc9SEOXA, Spq4KZlFi1er2RuNbdi8Sg, plhWmevTXnai9-4dc-OaLw, 2mueHQ6YmqTYPldcmYeMAw, M23y8oXmHaSU7BJcp8I9VA, 1k9mYbkvWj9fGm9Am0r6iw, drXA7OLcpXgnrxP_JuyGqA, TOaNVKNHWFZNWr6L_VmH5Q, eQ-Kj82szvQQXadgXZl9Jg, yusPv7Gfmu00ivVTmhpeXg, njYejOMur3SvV9FmEIMgDw, j1Ki5SE5zARIRwMmFUDskw, 5x-ors6sU9dabfKxRKEUaA, I9RRsmXfflkqQZhNEOHIqA, qSXNMJkfkvmsDQivAP5dFA, SDHXpfkgxi1yPZBE_5lYrw, ovh5XVZeDTr1Z5_EyN-DMA, Q_eGyuchC-aRu4CYCDyUYw, Hxu4V_eIyBWo3oGNrZFhKw, mW89egwsonfASE6XgalMkg, EKe5jMS3tvSY7u8lSX0ksg, PO7AuP7aAt5hp3GoLCniSg, logyAxRxF6gIBgWNv7D34w, sHc3nMlsvsDaOh4OWW8rYQ, Tx5cui_A_gnlclyv7uiK9A, hdeMhDxunATrcp4aqjXTww, OvjHBeasgCWr0-2wq_CiSw, QQ3qmobE3Wl6xtQA45dsHw, 6Vy9kUsoJEW9qe1K7eCFWw, bDI--ajOB_dYprR7PohxCA, JLYI0FVLiDCUB8f5o-KEQQ, q3Uj4ADq5UmMPn38Esn1EA, IxX9AGxxP_-A6MkwMwr3Fw, RTcJf6fdEphdz9bHZNHIyA, PIKNbvkfWsk_BTV3Ljt1OQ, rI9AA7H8fwZM80VqejltAg, WxxS0UK60UurZ2i2txLumQ, YocrQWRWR9xyQsjTLfr25Q, izauKxZYeQ_z8ondvMprjw, KWaxK4BYd11ULicOylNgqA, 0rNalMZ05CEO9TOuvuHe8g, zaSMHXrEbT5aLuiarFXdmA, KHz6NwLoEH2hAD3rVYHsxw, 8oKMkud2Lm2G1nVVU3fqGw, 2meRBNzJHbo00snmlsNOhA, Evwrf2dJEnadTQssHsc-Yg, 5yjIf5cBVChjcumSbAgxdw, 2Ks-tBYttuirRq-c38A3JQ, tgfwTN2abElLlacgqQLhtQ, zC4azMDPL-vqK5qHnCwZ2A, zKnviOo2Ae7pLQo1W75vIA, QSvAjECMx4jzzliyqtOvPA, cX9fyfuHFFJaAGNaFkhkew, 6qb-AZDEdJy5SKg1Re2zVQ, PamimAJwwxa7UM4VT2-wiw, 3S2Cfg4xRx6cDIikSZtjTg, ady2Qvpzed5mxCd8G6C8KA, z5mJAh2_2Fs6kloArpnCrQ, 07-Z2GMIysFj2X15xtND2Q, bLdVfNXtgO90miPbvNjpWg, 2HOUae1nX8I2D4J8fXIigg, 25uWHfiAp_IgCHONpzsqXw, XpctOIBd_uqEmdJrpz7JdA, wQ5RRsnp6qZ_9sUubS0R7A, wJXAvGPb9RnTGhmCcXPCMQ, -OJ-6c7_lLkZwlFyXO-5IA, 3MzL0eiCGlYQadeLEnsP3g, bAJgjPEJeSieBYLQ3GBHgQ, hQY709epOz3S8AGuy0oSlg, ZoZC80YkzbUUgR009sCnJg, WTBvaGiOtC9amdTUwmTb3A, Y7Ht8vRewwOSwOuoDjTyiw, AOwo52_K9adeYQBoyt0How, a6VsMRusI98_RlMAiIVyJA, eKu3SLZgdqlfhpweYrY-vw, WV9m6lZ2DZzwBDGYHBySmQ, 5uJ1wU3D3evFzhKTgckwzw, t9u58yAHn0LnCwZNCA404w, KF6p_VuONNov3pFSUdbJsw, 4rh1iMjs6zuWwGVy2G2kNA, uXOn_O9mJEDmpluNg4hZ2w, YnPZGd1Vv0W41kMmB9xZlA, D8wpYABMvvfS19hoHNpDfA, YTggRUDZBjom58jaYlRGcQ, RRkjXQKZ51HFWEMGZaMpmw, Gu5YFe6PHnkWlc4VQNLTwQ, mNNNTPDb0L0rl66nnvpAGA, JoOYie3x3upJ6x2sNGeRHg, i_Bv7T36G5OgJX5EQYsokg, _DgX6815EyGlWAXsThU3IQ, dtv26AYKmXR8J44J44PwHw, JBbvy8jgPGtzuNNTaDd2cA, lmuPvfAfPq_wMiDKeC-yZg, bZDlO7s9eWshfZL9CVELng, 9urnpO4Ta57dJ__rOTEReA, 5MVz4ZmyivYXSayEk0TxQQ, Mxq-sVzbTYtA22iBuUAsTQ, 5G-aDkTgQS0KZKBU_M3eJQ, vB3HxsuF9TBUx0AjMR6IRg, PoWmBDrpU3XUxSecLMO5LQ",0,3.93,0,0,0,0,0,0,0,0,0,0,0
179674,tY8YdwGgJ6elosqsQ6YzlA,David,42,2016-01-16 22:15:01,14,1,8,,None,0,4.42,1,0,0,0,0,0,0,0,0,0,0
579450,qOnDhPSVYwZq0F_s8p6kAw,James,11,2014-03-19 17:09:04,41,4,10,,None,0,3.27,0,0,0,0,0,1,0,0,0,0,0
1916352,u8ncrif8Bobm2vDR8Xm3qQ,We,3,2013-09-11 13:59:48,0,0,0,,None,0,2.0,0,0,0,0,0,0,0,0,0,0,0
1721905,tLcYwGOevRO8fngINiFxjQ,Brian,5,2013-12-15 05:15:56,2,0,0,,None,0,3.8,0,0,0,0,0,0,0,0,0,0,0
63575,4Jm3Xx79QoYMC-AHNWy2dg,Eileen,31,2013-10-17 22:23:25,46,11,22,,"hbOwSF1SLWyC1BGVyujLhg, -NqI27vB3Yxr3Ih0QfJKUA, MN6vTCeRKWU44M7xwhQc7w, erbvb1HGwwNdslTYjvw-7Q, Ecct9zohQrsp6ZsT7NbY3Q, pUa30Pj4N-e4MYvAq2SKPA, aDEQTk-GzjYug7xrwkollw, t2XuJjp_h9aRn-8ANoyc_Q, 0eh1XTJYy0gwKHKtww_BSw, Ktq-b9hAU88n-MExYlmkBA, Y-fPeP9dmciMYg83esNSWw",0,4.13,1,0,0,1,0,1,3,3,3,1,2
541494,6ZpRtpENDvXxmQBp3ni1rw,Christie,5,2011-01-31 16:38:38,1,0,0,,None,0,4.0,0,0,0,0,0,0,0,0,0,0,0
273179,HvHO1U550-l1imwc6iSwvA,Ellen,4,2012-02-21 19:55:25,7,0,2,,R6eTwlVFCE4FHTRBHrV9dA,0,2.25,0,0,0,0,0,0,0,0,0,0,0
1357485,IytPy77BwZF57F62bMNoXA,Cindy,1,2021-07-27 13:57:49,0,0,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
868355,FrD_GYthSyQ_fnIf5UDgPw,Kristina,18,2015-07-04 08:22:47,23,28,3,,"4RbjYfQHgzSQ6upzhydHZA, sXrDmLeM6E2DcE9g5zsg4Q, ftMZNGyHF--V_8lWL5jEdA, m1lSfkgpj_-wrJTyXKXyOw, dCZD9Dm00QpAUafe-iulxw, PgFFJKm487RXEIvlr9-LSg, z11gwhnt5FleJoiSIkahWg, SZmFbIbjQETxTFOsPdlvTA, 5kuCOkHeYOfF43Weuo7VAA, YOlhz9qOVl9IeNNKHKCZsg, aRtJGPUBBknvmOHjoWvTDg, JNAFVu2sHl0vEgbS4zGDOw, 4vAKTD98VQ-acb34bp9Q-g, uaLJZJ0zfPgrpIciKqaLQQ, RD4rHcXB5ya030mkz1JPPQ, y3hsDHiJf9YST4BWpX00nQ, b9YHrzP55pezR36YmUzFgA, ZlBlMTNcM-0wGFUuwAQTbA, SdecMHb2iSuFVj-tlsY95A, ok7lnsoxkYz8V8lwi7VmBQ, 7yLSABUUVDM3SU2DVqM27w, ynHxU7Om5u4NjlPIi1_Ffw, E4vNPM9G3UoOhSPaei20vw, jBmXiERIoiSTCiZ_S7uqvQ, yLFmQxF0tazLGd4mxf1wiQ, PKeHQuj1FFWWRjrniaJ0tw, d6MmZb2OTl3Ors9lHW-BBQ, 4W5c3uL_4rFnGR6od1yzYw, TYzjrxM5BHwvj2c6pae6pA, Pa0-GgG1C1umpQDrP_B_yQ, 8wwzSPssb1wR6o-TfSh_WA, ZypUmmWgv7myKlH15yQ9zQ, MQVajZ2mWFMhjlSnSfVbVQ, nKSLYW7WtYj74aIyzO5m2A, 0AJU7t11ESlDcZJGS_O4gQ, 8_dO-NEqBE4GoRBg6ijQCw, 06Hf7p43y2ipKztUiSqQXQ, uJvHGPeXxBU2BTIbfCe4Vw, Uy1QVwqqBsf18fYVPfz3eQ, oaIBdnj3e00dXqrg8tRVyQ, 5fewu5Sfcd4fo0dIyuTKqQ, KvGbg37-mH6LPABayvdL5w, rfhAz0MyLuSWyCSnsOhGPw, Dr9gxAx45iz6B4-BW3hbdg, Y3PuzeXr83l_4CnWYLV3lg, hk6lbRrNm1cfyVOQSpmxZg, 44sx70QrkD0uE5ZkF0xeFw, 0YzURnNDKs8WDUW39JQ6lQ, gQr0sZ2KDX6dJCL_HEIKZw, pVEPSmhX5HhBwX5Lue1cew, y3tnOTf6vpJfJoORVIfm9A, C55ndwv5nUbBJokogu-1RA, 2G7Fy26PYrF_wJN1a0I7jw, b-Etl-9QRAtJz4r8pFKQKw, rvnjsMbLvhphi42-0p454Q, KZUQSDu2MIgJ5SJMylMAkg, KyRr_N1nEBoAY3_geEVMGg, vIcH7oPguwGfM90FrzwVpQ, wzWEVFhHs479Q_5hfO_PWQ, xAsIIAPuLd1qnMQZNjJsUA, Pw1WdDnZTZ69gCMQGJUQBQ, kbYa27zKIxGGbRVZb_hYBg, tSw-7LzJX-JTIICHF_akHA, O9CXivBAhRq7jdS-9wki2w, RNNBQO_tfTkQ7NiuXRDFmg, p7iDC2EFkP7JUI0G6Geq0w, 0tMAgnuIvX1h1n_xnO7abg, LLOkAF5IvSx9CHR3B4n6sw, XRwKvsvBZAkz_hJns_oSZA, y_xiFFz94-HPfhnw1Va8xw, edmCNZCyO9EDFTKKi2hjPg, Cv5CBWA9ngBnHIXRiYcCnw, f2CdD8Yvz-8rSH-uvbljJg, zEOhQRNbL15gaFPIBWBe7Q, WWRYHo-oLc_Ka19AHPJXyQ, RSWXF9l3hXWDBjvu6zjwVw, -IZyEbZkVcBdhytYQQ37ig, wLRII2H4XoceY9aBjT5usA, FoF8ByMSWVhAVS3edPt6iw, mY2sY-t-hJOsq5MERyagGA, zOO8sD4KwEtWOEzBk5G65A, qPI8e4Xw1dvktltBNStNjA, rmKrWZ-SwfDF7g_MqLoXIQ, pzWVvuYBxZGELwI-kmCGsQ, SOF3g7ajAsmpTzNpWh4vOA, xJ5P1dXsyJl8mLl-ftsYGw, Z5-fhzc55G8n8EO2Nizo4w, 0I3ita2z4RI3TQuj5j0JoA, wA-ZraqlJdaUvyHEWOHMtQ, 41RSbyJrbnMgoTfurB1Y1g, jXqB4QsveqYs-swmYIQWkQ, YC2lTSPUO_kh1-BJ8BMepQ, VYku8NCnfRCaPgTV61GyMg, Z-QBoqNq7GsSj3mVFCOO7A, GiS7I3KpdyXBIosVuFt-8w, zDFjKb5XMpbjKeL0lSLT6w, eIu6yy4fnweXNOQshI_qLg, y8caVr9pkPXjWdAWhlyXrA, 13RMKffB60ndLQSBH0yszA, lGRtAulV2oesNrpcSo5q8w, ziDcX67ipanS6VhLGKOCiQ, 2cjTSYN4gs2AcCbPo7A_tw, oVeYSzQ-GGNJw7PCL5Mxkw, EprLO_MQ5moTNrQWSQ-4jg, FFN9GaanNvpXKH9SxEmpew, vVsxu0Y2ddOm34pfzShb0A, Om8tl3OH1KeqCR2mSb2Rtw, loq_3-JtfT-jhGFrIMwh7Q, tRgcDkShQHnh0h_a3ZFrxw, hXo3L7pxD2cXbyYyYuH2rw, 8f0WSWYv0ZcFJguuNQuuOA, gxEyXndvQnqvmHNxh47Wqg, -ow5riF7J-14R9l2CBaVRA, 89ks9IU4v6IH6KjNJA5zHA, qX_0bUIdTDXGDWaSTCffQA, uhhZL6MbQPCSOBieaDsuvw, OMglcZrbaZNvNcnWutUGeg, 08K34aHq_7Jxj6DV_MDQHg, kESXEGx7E7hu6wEEcjm9FA, zgSfxP0rml0v8ATafCKNBA, p5Q8NVq80RCK_AQo7O7Jtw, LYgUqmaB0YolvZIULEwyoA, wsad2elSZcZHCfUcVKKXSA, tD_9DaSKUwhz07-l9COHGg, XY2wVonG1DTdLLvHyAODYg, HrMlNgo_P6rUYE25zkSWxQ, AC0A3XhGJQlel0P5Uk2wIA, eAJwRt9ms6G-gTxt4b90GA, atOL1hCWk5mCF_AKn-TCFA, eKSKzDFnABCvMZ4AJ12oWw, q209ee8GMdXxfiMwq-qBRA, TW8XRKsIllvovIPQX5v_Cw, 1u0ie0fsQWjwAIDLU7H6_w, _MtD1NpNIl2KEXssbqKDNg, TMNrnr7YLbwr6ltBq_WB4Q, yTFvblWkjyZUsl640i11Ng, 0jvvYnTljIAXQ67G2ymK3Q, UnZ-34ldedSESDwuRmfilw, G8-mIQiKZYzwGwQR4R5CmQ, s47HYanwyyA8TUBYizyK7A, DdrlObtE8PpaAQrchHXkew, 6lEKUjY2wksoCVBgPF6t0A, AgBRWcKLkJijIpG8D2FJpw, QoSQsu5_UoRWbsvcnunQRw, xFac4-99R3kKUX-ohHQ1IA, _RLcQuGVsWlP5w5jo687fA, lRuj1yeWVlj5MGdQDXDHDg, 6BUgi2jZxSOMSeZ_DO-mVA, OcwiNV52SVkU6AzZNIPoVg, ZU4BawU_J019prOJMKZG3g, XEvKs65rG7UNzPFsZwMjhA, e_LH_tnCbn2phYdtaxdmCA, PRMeSOkruM2bv9mpMu6sJg, ks3McpKpWhT7fMZUgLYrwQ, NEsV1Vnt8SuKnYphUuPD1w, 8yugbv4Iza5Gv3-SmzG2UA, 6CZFvc0ikQuR2RfGKFvIOw, sx0mR4nJ62iZe-rypoLHnw, qnQlFCEUX5Q026RW9Nftag, 2Y62v48KnvwknVBjDYJR8Q",1,2.42,0,0,0,0,0,0,0,0,0,0,0
545297,87X6kx1WKd9gmOOHFVCXFw,Amy,1,2013-08-23 16:21:13,0,0,0,,None,0,5.0,0,0,0,0,0,0,0,0,0,0,0
903509,NTCwIKfl6Chy69TRnVRARw,Gretchen,1,2013-07-31 03:31:07,1,0,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
785189,NGbb7k4P4Q4YibINy7dO7A,Roberto,2,2012-09-14 00:16:46,0,0,0,,None,0,1.0,0,0,0,0,0,0,0,0,0,0,0
1587653,YajXR-hpzbpe_RtoWR6pHQ,Nicole,1,2018-06-22 23:05:16,0,0,0,,None,0,5.0,0,0,0,0,0,0,0,0,0,0,0
1927978,KWXXcuUrav1Qm2o0ZT_QUQ,Shantae,8,2019-01-27 20:16:26,23,1,1,,None,0,3.75,0,0,0,0,0,0,1,0,0,1,0
1448234,x992H-pr-X0lddPnWBGc1g,Julie,18,2015-11-15 03:20:30,10,0,0,,"6nhq4G2PWV908sc5wSnJ_g, A0NlBDGW0-oMWo1sEBPFLQ, NW9xlW9R4iyLq9v4Wip3cA, 60lF6dwkn0kDA_Hvjlh_tQ, WWo_49pAejbTxBDH4XS0Pw, CKZcIXME_tJQIbtZmSxBEg, u2S-92vIvvaJXZepk8JaaQ, HoyUa2WRp08JvIF7i5ozMQ, iKPfwa7DXt6zTiIK18q07Q, HIZkYMqPgsVDu3k_gi1Zlg, IvDgG_DBa9j5U2BB7TXMLA, rw6f6IG5rcxU571BgyBy4w, 8_tQdZvTetsQW8gcbbEhsQ, IZBqOTtGeidYfeoYR_bDkw, b1y4NW9WD8Rf7nWw5LWEgQ, HxpmjmXmb3e_xUJttJQzbQ, PVSWuAsVbKDgyTnOIhfvKw, zIGYtqVUPSOGWINKXKNSlA, RmeKKQeidoBOnHYRDEqsXA, 51ZXRpcHf0GP-_f7BvPi5w, u2hB8s9OeJCsz6eZFQtmKw, wDTatfs1sbUVZctFkmMFwA, Xvll8xaMHDo_b5qDwdnNDA, nGLw-Jmy5_oMOAkhyLjLaw, a1R6XLty-gSaipkUY7rhRg, Ej6K26jH613UANo_y9vLNw, Wvriz799plcip1v8QI3m6g, 2X-YzIml_piEAwoLLKvULw, k1CpQKa9tP0h8_g5gkjKfA, Kis-MrYxIenM4-XR3Ievpg, LlMOU_qNvwToCN8Kf4aAZA, GPiemKHpkU3cCo05u2bzUA, VPujymdyaVGPeU3f0RDubg, r-53z94svLTCgMEkIXZp_Q, bpg95u2SWK1a8SwA2DGqKw, DxokshYwaO0-Z0QgMrXTpA, P30iZepKSlq1OvoslpcVFQ, G25a1Y7ld1nqIUlku5pGWA, rOlOTWT87lguZ2WJgfgoDw, h-dLGff5bmDEKMY_5Nagng, crAMLfmsHNcwCQFRQ9mi0Q, ToX7AzgcpprAXhDJ322EpA, YIb3eTfTBRQ3iI8Lg2Y4Ag, o3sz-x2WZPSo6trMo5EWVA, 9ZgS_7LjKWQE2Rf1IReJtg, DIVEXLmq9Aj110vj9E-S0Q, LWDlmaC4M3U5PbBNialGQw, XclXlM3fAoLMKJOwISEWxw, iEqA9nK3K0aXyRAnvmyxeQ, YGnhs-Je6SKgmj_4GLH5IA, BYJTvHLgCVjIXU_cxQTDPQ, fMCpkOdzlL-36UunETbcLA, -ytt5o6CjzlRf4j4HpfVWw, fLUGBUKGc3y9VhZW0kjipg, dqdaTmZ11l2_eaRVa_Tfnw, fDCsXdveAyoSSNh3vF8LaA, 52QS_muAkDRojtwb5C26xA, I9mR2n7OaKoLtzh0vqsAKg, dX_hzTtYzSiIPRjEzIyihg, cRJLojRIu_O-_-1BWEzyjg, KSZxHoNvLw3H3yE7rBuTMg, PNiQP8oxz5ME74PXqZwHgw, clEw-alsfKqGuhuhsX1i1g, f04Wp4KKk14g5C5STBtJxA, WXirEEzdxa9TPPEmlKuhkA, vRH7vtCtf4iMX5N0YHCihQ, an1AGZnbi0YnBW9B6CVyrw, DUiJmhEb4xeQu1UUr2dcZw, AGCs0wN6GsaceoYC8AK5KQ, VnRpXBBnAPF415gP3XtSjw, qD8Q4wedICzVlqjS1SRQSA, 4XsBLv3jRDRGB40fMNiRrw, k6KfzX1zVBc4IDpOhG02FQ, v2iwC57F4aXWP127A3aUYw, zrthofGfhSPEOw0uzdsBkA, CYjC5dtyjEIEA-Qw6mmUyA, bEzT_tvSRn-mvbdcLSE5NQ, d41OZqsLmw7kSpGfHRu00A, -RqEYiwaIIaB2osTBtM-Aw, q3vyyYBVGoco5xVQs8e30Q, D_oXZe3AH2fIFcK6H07tWA, 3yzYqHKop49oLBPCDXS3LA, -m5ra8q_IhTJFCYYf4EFJg, oki8ehRe6yPc3WQqeghgcw, tmIIUMw4VjINyB-alB5k0A, UxZHCeCAREGjPnRkUCBbhg, WexXrYwfYp5GC_yNNQj0uA, 5ubE7o0K-KiceURxSp0xbg, DSoz8Cv1vxmI-bW4-pIq4A, AY-O7sNThJaJqjXRAns3Fw, AxiHcce-kPaY_W3EF8H31g, OsSAXWLNYYUMaFOwCKumxg, J2xHH9zcH1CQwhu30Vlj7w, iE6w7nRCsMJdp9lQzz_tTA, JsuX8_MCZIiqUAq1K6_cYA, ZQrT5AMQvOVharezimKIAA, 9rVxora_1idXsp9lFaiRsw, Uh2vX3jjf7u7AN7Qp-nuVQ, z5zR4yzOTEP76qYuhzk8KA, EwsWkzLJmz-C2VtMi3RqZw, HosvGUXyxXrjBvGrQW7tBQ, O_2sdhEAKQF8AJ0QTrJOEg, pHUQt7n6i8hHpPKa4c5dqQ, YGltiIq86et_Jk_NRQLDvw, ALujSNtr1Jei5xZTRreSlQ, Y6fNndjlWGZi3s3xZp-8UQ, pZ_Hl9OHHhR2zCvm3xXaAw, -HjUTsg6kQfrscf8zHe6-g, h9uxF1XQEYnW9U0prWjPpw, Xppvbwpe6rQHiop7ovRC7A, eay8eVgR78nm_CohZsWwhg, kAjaIQeFNgHFr_klTe89sg, dpsqi_zQTyrT_t0R1Jz0sg, VyRL_4gCQF4Kn7ydJXXUqQ, F68OqJEajVIgm5YBWk04PQ, 27XLmAKhtSVH4R1theOLVQ, iOm3WlLhKJJlzuWJn92TTA, T16WrjAAMfamIEz3Cykkvg, RTj3-T3vr9wMTNn0H-zeRg, _ZYl7GUwloBVd9i9mSRjTA, 1hSzM5_WHPkmRTgJ6mSNYA, hHzUxAOo2QEVfg2tahHgVQ, pw6ZJ01RmKQPvmveh3HVlw, vhOdieuC8Ldk5pmW3oyGEA, dZURDP2fmHm7heXJ1lUDXg, q4ev35kIN1M1edsVUewykg, 7KZSn4Vg0Ul_g3ceI4jLBw, YyeZjCD1WvuCXAuu4sqUxw, KyW8tCzMnZclvz-l2z9TKw, bZMgxTG93cwSzjA1DwZeAQ, 9ie9yOx5V0K_lPTjTEBoZw, 0NyUZnV_rLAadeg1bvVfGg",0,4.28,0,0,0,0,0,0,0,0,0,0,0
1972707,7Ty6x12YI6nSntJh4QI_vw,Laura,1,2018-01-13 07:55:09,0,0,0,,None,0,5.0,0,0,0,0,0,0,0,0,0,0,0
551962,IrdYTY8px8ixsdc2SVSZ-w,Whitney,6,2015-05-19 16:03:57,7,1,1,,None,0,3.17,0,0,0,0,0,1,0,0,0,0,0
